source,target
HUVEC,quinine
HUVEC,quinine
HUVEC,quinine
HUVEC,quinine
HUVEC,quinine
HUVEC,quinine
HUVEC,nortriptyline
HUVEC,nortriptyline
HUVEC,nortriptyline
HUVEC,nortriptyline
HUVEC,nortriptyline
HUVEC,nortriptyline
HUVEC,nortriptyline
HUVEC,nortriptyline
HUVEC,nortriptyline
HUVEC,nortriptyline
HUVEC,nortriptyline
HUVEC,nortriptyline
HUVEC,nortriptyline
HUVEC,nortriptyline
HUVEC,nortriptyline
HUVEC,nortriptyline
HUVEC,nortriptyline
HUVEC,nortriptyline
HUVEC,nortriptyline
HUVEC,levothyroxine
HUVEC,levothyroxine
HUVEC,donitriptan
HUVEC,donitriptan
HUVEC,donitriptan
HUVEC,capecitabine
HUVEC,capecitabine
HUVEC,capecitabine
HUVEC,capecitabine
HUVEC,capecitabine
HUVEC,clofibric-acid
HUVEC,tranylcypromine
HUVEC,tranylcypromine
HUVEC,tranylcypromine
HUVEC,tranylcypromine
HUVEC,tranylcypromine
HUVEC,tranylcypromine
HUVEC,tranylcypromine
HUVEC,tranylcypromine
HUVEC,gemifloxacin
HUVEC,PF-04620110
HUVEC,MLN-8054
HUVEC,cabergoline
HUVEC,cabergoline
HUVEC,cabergoline
HUVEC,cabergoline
HUVEC,cabergoline
HUVEC,cabergoline
HUVEC,cabergoline
HUVEC,cabergoline
HUVEC,cabergoline
HUVEC,cabergoline
HUVEC,cabergoline
HUVEC,cabergoline
HUVEC,cabergoline
HUVEC,cabergoline
HUVEC,cabergoline
HUVEC,lisinopril
HUVEC,lisinopril
HUVEC,lisinopril
HUVEC,lisinopril
HUVEC,rosuvastatin
HUVEC,rosuvastatin
HUVEC,rosuvastatin
HUVEC,rosuvastatin
HUVEC,bimatoprost
HUVEC,bimatoprost
HUVEC,bimatoprost
HUVEC,bimatoprost
HUVEC,bimatoprost
HUVEC,iniparib
HUVEC,acenocoumarol
HUVEC,acenocoumarol
HUVEC,acenocoumarol
HUVEC,diazoxide
HUVEC,diazoxide
HUVEC,diazoxide
HUVEC,diazoxide
HUVEC,diazoxide
HUVEC,diazoxide
HUVEC,MLN-4924
HUVEC,MLN-4924
quinine,ABCB1
quinine,CYP2D6
quinine,GP9
quinine,KCNB2
quinine,KCNN4
quinine,SLC29A4
nortriptyline,ADRA1A
nortriptyline,ADRA1B
nortriptyline,ADRA1D
nortriptyline,ADRA2B
nortriptyline,ADRA2C
nortriptyline,ADRB1
nortriptyline,ADRB2
nortriptyline,ADRB3
nortriptyline,CHRM1
nortriptyline,CHRM4
nortriptyline,CHRM5
nortriptyline,HRH1
nortriptyline,HTR6
nortriptyline,KCNJ10
nortriptyline,PGRMC1
nortriptyline,PIK3CD
nortriptyline,SIGMAR1
nortriptyline,SLC6A2
nortriptyline,SLC6A4
levothyroxine,THRA
levothyroxine,THRB
donitriptan,HTR1E
donitriptan,HTR1F
donitriptan,HTR5A
capecitabine,CES2
capecitabine,CES5A
capecitabine,DPYD
capecitabine,TYMP
capecitabine,TYMS
clofibric-acid,PPARA
tranylcypromine,BDNF
tranylcypromine,CYP2A6
tranylcypromine,CYP2C9
tranylcypromine,CYP2E1
tranylcypromine,CYP46A1
tranylcypromine,KDM1A
tranylcypromine,MAOA
tranylcypromine,MAOB
gemifloxacin,TOP2A
PF-04620110,DGAT1
MLN-8054,AURKA
cabergoline,ADRA1A
cabergoline,ADRA1B
cabergoline,ADRA1D
cabergoline,ADRA2B
cabergoline,ADRA2C
cabergoline,ADRB1
cabergoline,ADRB2
cabergoline,DRD1
cabergoline,DRD3
cabergoline,DRD4
cabergoline,HTR1B
cabergoline,HTR1D
cabergoline,HTR2B
cabergoline,HTR7
cabergoline,PRL
lisinopril,ACE
lisinopril,ACE2
lisinopril,AGT
lisinopril,ATP6AP2
rosuvastatin,APOB
rosuvastatin,CRP
rosuvastatin,HMGCR
rosuvastatin,SLCO1B1
bimatoprost,AKR1C3
bimatoprost,PTGER1
bimatoprost,PTGER3
bimatoprost,PTGFR
bimatoprost,PTGIR
iniparib,PARP1
acenocoumarol,CYP2C9
acenocoumarol,RP11-196G11.1
acenocoumarol,VKORC1
diazoxide,ABCC8
diazoxide,ATP1A1
diazoxide,CA1
diazoxide,KCNJ11
diazoxide,KCNMA1
diazoxide,SLC12A3
MLN-4924,NAE1
MLN-4924,UBA3
