source,target
HUVEC,ketotifen
HUVEC,ketotifen
HUVEC,ketotifen
HUVEC,ketotifen
HUVEC,ketotifen
HUVEC,ketotifen
HUVEC,ketotifen
HUVEC,ketotifen
HUVEC,ketotifen
HUVEC,ketotifen
HUVEC,PF-04620110
HUVEC,amlexanox
HUVEC,amlexanox
HUVEC,amlexanox
HUVEC,amlexanox
HUVEC,amlexanox
HUVEC,amlexanox
HUVEC,masitinib
HUVEC,masitinib
HUVEC,masitinib
HUVEC,masitinib
HUVEC,masitinib
HUVEC,masitinib
HUVEC,masitinib
HUVEC,nortriptyline
HUVEC,nortriptyline
HUVEC,nortriptyline
HUVEC,nortriptyline
HUVEC,nortriptyline
HUVEC,nortriptyline
HUVEC,nortriptyline
HUVEC,nortriptyline
HUVEC,nortriptyline
HUVEC,nortriptyline
HUVEC,nortriptyline
HUVEC,nortriptyline
HUVEC,nortriptyline
HUVEC,nortriptyline
HUVEC,nortriptyline
HUVEC,nortriptyline
HUVEC,nortriptyline
HUVEC,nortriptyline
HUVEC,nortriptyline
HUVEC,GSK-J1
HUVEC,GSK-J1
HUVEC,rosuvastatin
HUVEC,rosuvastatin
HUVEC,rosuvastatin
HUVEC,rosuvastatin
HUVEC,pirenzepine
HUVEC,pirenzepine
HUVEC,pirenzepine
HUVEC,pirenzepine
HUVEC,amoxapine
HUVEC,amoxapine
HUVEC,amoxapine
HUVEC,amoxapine
HUVEC,amoxapine
HUVEC,amoxapine
HUVEC,amoxapine
HUVEC,amoxapine
HUVEC,amoxapine
HUVEC,amoxapine
HUVEC,amoxapine
HUVEC,amoxapine
HUVEC,amoxapine
HUVEC,amoxapine
HUVEC,amoxapine
HUVEC,amoxapine
HUVEC,amoxapine
HUVEC,amoxapine
HUVEC,amoxapine
HUVEC,amoxapine
HUVEC,amoxapine
HUVEC,amoxapine
HUVEC,amoxapine
HUVEC,amoxapine
HUVEC,amoxapine
HUVEC,amoxapine
HUVEC,amoxapine
HUVEC,amoxapine
HUVEC,amoxapine
HUVEC,amoxapine
HUVEC,amoxapine
HUVEC,amoxapine
HUVEC,amoxapine
HUVEC,amoxapine
HUVEC,amoxapine
HUVEC,amoxapine
HUVEC,GDC-0834
HUVEC,SGX-523
HUVEC,aliskiren
HUVEC,aliskiren
HUVEC,aliskiren
HUVEC,aliskiren
HUVEC,aliskiren
HUVEC,aliskiren
HUVEC,aliskiren
HUVEC,aliskiren
HUVEC,capecitabine
HUVEC,capecitabine
HUVEC,capecitabine
HUVEC,capecitabine
HUVEC,capecitabine
HUVEC,bezafibrate
HUVEC,bezafibrate
HUVEC,bezafibrate
HUVEC,bezafibrate
HUVEC,bezafibrate
HUVEC,bezafibrate
HUVEC,bezafibrate
HUVEC,bezafibrate
HUVEC,bezafibrate
HUVEC,bezafibrate
HUVEC,bezafibrate
HUVEC,bezafibrate
HUVEC,bezafibrate
HUVEC,bezafibrate
HUVEC,bezafibrate
HUVEC,bezafibrate
HUVEC,bezafibrate
HUVEC,bezafibrate
HUVEC,bezafibrate
HUVEC,bezafibrate
HUVEC,FR-180204
HUVEC,lamivudine
HUVEC,cytarabine
HUVEC,cytarabine
HUVEC,cytarabine
HUVEC,cytarabine
HUVEC,cytarabine
HUVEC,cytarabine
HUVEC,cytarabine
HUVEC,cytarabine
HUVEC,cytarabine
HUVEC,cytarabine
HUVEC,cytarabine
HUVEC,cytarabine
HUVEC,cytarabine
HUVEC,cytarabine
HUVEC,cytarabine
HUVEC,cytarabine
HUVEC,cytarabine
HUVEC,cytarabine
HUVEC,cytarabine
HUVEC,cytarabine
HUVEC,cytarabine
HUVEC,cytarabine
HUVEC,cytarabine
ketotifen,HRH1
ketotifen,PDE4A
ketotifen,PDE4B
ketotifen,PDE4C
ketotifen,PDE4D
ketotifen,PDE7A
ketotifen,PDE7B
ketotifen,PDE8A
ketotifen,PDE8B
ketotifen,PGD
PF-04620110,DGAT1
amlexanox,FGF1
amlexanox,IL3
amlexanox,PPID
amlexanox,S100A12
amlexanox,S100A13
amlexanox,S100A9
masitinib,DDR1
masitinib,DDR2
masitinib,FGFR3
masitinib,KIT
masitinib,LYN
masitinib,PDGFRA
masitinib,PDGFRB
nortriptyline,ADRA1A
nortriptyline,ADRA1B
nortriptyline,ADRA1D
nortriptyline,ADRA2B
nortriptyline,ADRA2C
nortriptyline,ADRB1
nortriptyline,ADRB2
nortriptyline,ADRB3
nortriptyline,CHRM1
nortriptyline,CHRM4
nortriptyline,CHRM5
nortriptyline,HRH1
nortriptyline,HTR6
nortriptyline,KCNJ10
nortriptyline,PGRMC1
nortriptyline,PIK3CD
nortriptyline,SIGMAR1
nortriptyline,SLC6A2
nortriptyline,SLC6A4
GSK-J1,KDM6B
GSK-J1,UTY
rosuvastatin,APOB
rosuvastatin,CRP
rosuvastatin,HMGCR
rosuvastatin,SLCO1B1
pirenzepine,ADCY10
pirenzepine,CHRM1
pirenzepine,CHRM4
pirenzepine,CHRM5
amoxapine,ADRA1A
amoxapine,ADRA1B
amoxapine,ADRA1D
amoxapine,ADRA2B
amoxapine,ADRA2C
amoxapine,CHRM1
amoxapine,CHRM4
amoxapine,CHRM5
amoxapine,DRD1
amoxapine,DRD3
amoxapine,DRD4
amoxapine,GABRA2
amoxapine,GABRA3
amoxapine,GABRA4
amoxapine,GABRA5
amoxapine,GABRA6
amoxapine,GABRB1
amoxapine,GABRB2
amoxapine,GABRB3
amoxapine,GABRD
amoxapine,GABRE
amoxapine,GABRG1
amoxapine,GABRG2
amoxapine,GABRG3
amoxapine,GABRP
amoxapine,GABRQ
amoxapine,HRH1
amoxapine,HRH4
amoxapine,HTR1B
amoxapine,HTR2B
amoxapine,HTR3A
amoxapine,HTR6
amoxapine,HTR7
amoxapine,SLC6A2
amoxapine,SLC6A3
amoxapine,SLC6A4
GDC-0834,BTK
SGX-523,MET
aliskiren,ACE2
aliskiren,AGT
aliskiren,CMA1
aliskiren,CPA3
aliskiren,CTSG
aliskiren,CTSZ
aliskiren,ENPEP
aliskiren,REN
capecitabine,CES2
capecitabine,CES5A
capecitabine,DPYD
capecitabine,TYMP
capecitabine,TYMS
bezafibrate,APOA1
bezafibrate,APOA2
bezafibrate,APOB
bezafibrate,APOE
bezafibrate,CETP
bezafibrate,CRAT
bezafibrate,HBE1
bezafibrate,HBG1
bezafibrate,HBG2
bezafibrate,HSD11B1
bezafibrate,LPL
bezafibrate,NR1I2
bezafibrate,PPARA
bezafibrate,PPARD
bezafibrate,PPARG
bezafibrate,RXRA
bezafibrate,RXRB
bezafibrate,RXRG
bezafibrate,SERPINE1
bezafibrate,UCP3
FR-180204,MAPK3
lamivudine,DCK
cytarabine,AICDA
cytarabine,BCR
cytarabine,CDA
cytarabine,DCK
cytarabine,NT5C
cytarabine,NT5C1A
cytarabine,NT5C1B-RDH14
cytarabine,NT5C2
cytarabine,NT5C3A
cytarabine,NT5C3B
cytarabine,NT5E
cytarabine,NT5M
cytarabine,POLA1
cytarabine,POLB
cytarabine,SLC28A1
cytarabine,SLC28A3
cytarabine,SLC29A1
cytarabine,SLC29A2
cytarabine,SLC29A3
cytarabine,ST6GAL1
cytarabine,UCK1
cytarabine,UCK2
cytarabine,UCKL1
